name,link_startupeu,link_logo,link_website,website_up,city,region,category,top_3_keywords,business_model,linkedin_global_profile,linkedin_handle,linkedin_valid,instagram_handle,instagram_valid,x_handle,x_valid,founded_year,age,total_funding_listing,headline_count,headlines,headline_financial_count,headline_funding,headline_acquisition_count,headline_bankruptcy_count,headline_non_financial_count,description_writing_score,description_market_readiness_score,description_founder_signal_score,description_word_count,description_jargon_density,description_numeric_evidence_count,status
careety,https://www.eu-startups.com/directory/careety/,https://www.eu-startups.com/wp-content/uploads/2022/06/careety-150x150.jpg,careety.com,True,Vienna,Vienna,Health,"['doctors', 'treatments', 'patient experience']",B2B,False,,False,,False,,False,2020,5,No funding announced yet,0,[],0,0,0,0,0,7,5,4,56,0.25,1,no_funding
Calm/Storm Ventures,https://www.eu-startups.com/directory/calm-storm-ventures/,https://www.eu-startups.com/wp-content/uploads/2022/06/Calm-Storm-Ventures-150x150.jpg,calmstorm.vc,True,Vienna,Vienna,Health,"['founders', 'venture capital', 'entrepreneurship']",B2B,False,,False,calmstormvc,True,calmstormvc,True,2020,5,No funding announced yet,6,"['Calm/Storm Ventures: Nach der Gründung kommt der Sturm', 'Wiener Digital Health Fonds Calm/Storm Ventures auf Erfolgskurs in Europa', 'Calm/Storm Ventures: After the foundation comes the storm', 'Storm Day: Gewinne jetzt drei 1:1 Pitches beim Wiener VC Calm/Storm Ventures', 'Carina Roth wechselt auf Investor:innenseite und geht zu Calm/Storm Ventures', 'Calm/Storm Ventures: Die ersten 12 Startup-Deals sind bereits gemacht']",4,0,0,0,2,7,5,8,139,0.25,0,no_funding
Vollville,https://www.eu-startups.com/directory/vollville/,https://www.eu-startups.com/wp-content/uploads/2022/06/Vollville-150x150.jpg,vollville.com,True,Vienna,Vienna,Software & Analytics,"['empower', 'transformation', 'customers']",B2B,False,vollville,True,,False,,False,2020,5,No funding announced yet,0,[],0,0,0,0,0,7,4,5,66,0.25,0,no_funding
WeDress Collective,https://www.eu-startups.com/directory/wedress-collective-gmbh/,https://www.eu-startups.com/wp-content/uploads/2022/06/WeDress-Collective-GmbH-150x150.jpg,wedresscollective.com,True,Vienna,Vienna,Other,"['wardrobe', 'sharing', 'sustainability']",B2C,False,wedress-collective,True,wedresscollective,True,,False,2020,5,No funding announced yet,2,"['WeDress Collective Pop-up in der Friedrichstraße | Berlin', 'WeDress Collective Pop-up on Friedrichstraße | Berlin']",0,0,0,0,2,8,6,7,218,0.15,0,no_funding
Ahoy Kapptn!,https://www.eu-startups.com/directory/ahoy-kapptn/,https://www.eu-startups.com/wp-content/uploads/2022/06/Ahoy-Kapptn-150x150.jpg,ahoikapptn.com,True,Linz,Upper Austria,Software & Analytics,"['digital products', 'mobile apps', 'UX design']",B2B,False,,False,,False,,False,2020,5,No funding announced yet,0,[],0,0,0,0,0,7,5,6,139,0.15,1,no_funding
Asigmo,https://www.eu-startups.com/directory/asigmo-gmbh/,https://www.eu-startups.com/wp-content/uploads/2021/05/Asigmo-GmbH-150x150.png,asigmo.com,True,Vienna,Vienna,Software & Analytics,"['data science', 'fellowship', 'career']",B2B2C,False,asigmo-data-science,True,asigmo.ai,True,asigmoai,True,2020,5,No funding announced yet,0,[],0,0,0,0,0,7,5,6,50,0.2,1,no_funding
Visplore,https://www.eu-startups.com/directory/visplore/,https://www.eu-startups.com/wp-content/uploads/2021/05/download-9-150x44.png,visplore.com,True,Vienna,Vienna,Software & Analytics,"['visual analytics', 'data', 'interactive graphics']",B2B,False,visplore,True,,False,,False,2020,5,Between €1 million-€ 2.5 million,3,"['Visplore: Wiener Datenanalyse-Startup sammelt zwei Millionen Euro ein', 'So sieht das Pitchdeck von Visplore aus', 'VisPlore']",1,2000000,0,0,2,7,5,6,50,0.2,0,funding
Wiffme,https://www.eu-startups.com/directory/wiffme/,https://www.eu-startups.com/wp-content/uploads/2021/05/m5wi3coczjjmlcvw2lpf-150x162.png,,False,Vienna,Vienna,Media & Entertainment,"['live streaming', 'social', 'location-based']",B2C,False,,False,,False,,False,2020,5,No funding announced yet,1,['WIFFme: Wiener Startup lässt entfernte Locations mit Livestreams erleben'],0,0,0,0,1,6,5,4,36,0.25,0,inactive
Sophia Advisory,https://www.eu-startups.com/directory/sophia-advisory/,https://www.eu-startups.com/wp-content/uploads/2021/05/1589532948175-150x150.png,hallosophia.com,True,Vienna,Vienna,FinTech/InsurTech,"['marketplace', 'advice', 'experts']",marketplace,False,sophiaadvisory,True,,False,,False,2020,5,No funding announced yet,1,"['Hallo Sophia ist die erste Microadvisory-Plattform für Unternehmerinnen und Unternehmer. 🙋\u200d♀️🙋\u200d♂️ Bei Sophia Advisory findet ihr ein globales Netzwerk von Expertinnen und Experten, die zielgerichtete Beratung für jeden Anlass bieten. Sophia koordiniert']",0,0,0,0,1,7,5,6,108,0.25,0,no_funding
Sparcs,https://www.eu-startups.com/directory/sparcs/,https://www.eu-startups.com/wp-content/uploads/2021/05/Screenshot-2021-05-14-at-12.45.19-150x97.png,sparcs.app,True,Vienna,Vienna,Media & Entertainment,"['social network', 'healthy', 'lifestyle']",B2C,False,sparcsapp,True,,False,sparcseu,True,2020,5,No funding announced yet,3,"['Sparcs: Wiener bauen Social Network für Self-Improvement', 'Projekt SPARCS', 'World of engineering and welding SPARCs interest in Ysgol Harri Tudur’s female learners']",0,0,0,0,3,7,5,6,63,0.15,0,no_funding
THT Biomaterials,https://www.eu-startups.com/directory/tht-biomaterials/,https://www.eu-startups.com/wp-content/uploads/2023/04/THT-Biomaterials-150x150.jpg,tht-biomaterials.com,True,Vienna,Vienna,Health,"['placenta', 'biomaterials', 'sustainable']",B2B,False,tht-biomaterials-gmbh,True,,False,thtbiomaterials,True,2020,5,Between €500K-€ 1 million,1,"['THT Biomaterials: ""Unser Ziel ist eine personalisierte Präzisionsmedizin""']",0,0,0,0,1,7,6,7,139,0.25,1,unclear
Luga UP,https://www.eu-startups.com/directory/luga-up/,https://www.eu-startups.com/wp-content/uploads/2023/04/Luga-UP-150x150.jpg,lugaup.com,True,Graz,Styria,Education,"['courses', 'learning', 'skills']",B2C,False,lugaup,True,lugaup,True,,False,2020,5,Between €100K-€500K,2,"['INICIO - Luga Up', 'Luga UP']",0,0,0,0,2,6,4,5,139,0.15,1,unclear
akedis Innovations,https://www.eu-startups.com/directory/akedis-innovations/,https://www.eu-startups.com/wp-content/uploads/2023/04/akedis-Innovations-150x150.jpg,akedis.cc,True,Tirol,Tyrol,Professional Services,"['health IT', 'medical data', 'informatics']",B2B,False,akedis-innovations,True,,False,,False,2020,5,Between €100K-€500K,4,"['akedis Innovations GmbH', 'akedis Innovations', 'Thomas Pellizzari – Geschäftsführer / CEO – akedis Innovations', 'Markus Schwab – Support Member Documentation and Project bei akedis innovations GmbH – akedis Innovations']",0,0,0,0,4,7,5,6,66,0.25,0,probably_funding
Crypto Ape,https://www.eu-startups.com/directory/crypto-ape/,https://www.eu-startups.com/wp-content/uploads/2022/04/cryptocurrency-exchange-development-services-150x150.jpg,thecryptoape.com,True,Vienna,Vienna,Software & Analytics,"['blockchain', 'cryptocurrency', 'solutions']",B2B,False,,False,cryptoapehome,True,cryptoapeplanet,True,2020,5,No funding announced yet,0,[],0,0,0,0,0,7,7,6,134,0.25,0,no_funding
LawStar,https://www.eu-startups.com/directory/lawstar/,https://www.eu-startups.com/wp-content/uploads/2021/03/LawStar-150x150.png,lawstar.at,True,Vienna,Vienna,Education,"['legal expertise', 'learning platform', 'community']",B2C,False,lawstar,True,lawstar,True,,False,2020,5,No funding announced yet,3,"['Linde Verlag investiert in LegalTech-Startup LawStar', 'Kurs-, Technologie- und Preisoffensive bei LawStar', 'Home-Learning für Juristen: Linde geht bei LawStar an Bord']",3,0,0,0,0,7,5,6,56,0.25,0,no_funding
Inoqo,https://www.eu-startups.com/directory/inoqo/,https://www.eu-startups.com/wp-content/uploads/2021/03/Inoqo-150x150.png,inoqo.com,True,Vienna,Vienna,Software & Analytics,"['environmental', 'social responsibility', 'grocery']",B2C,False,inoqo,True,inoqoapp,True,,False,2020,5,No funding announced yet,7,"['Inoqo: Wiener Startup in Fußabdruck-Advisory-Board der Europäischen Kommission', 'Refurbed als Österreichs Scale-up des Jahres 2023 ausgezeichnet - inoqo ist Rising Star des Jahres', 'Supaso, Brüsli und Inoqo siegen bei Austrian Startup Day Schweiz', 'Markus Linder ist mit Inoqo unter den TOP-10 greenstart Finalisten', 'inoqo: Frische 2 Millionen Euro für Kampf gegen Klima- und Biodiversitätskrise', 'inoqo: Green-Shopping-App aus Wien holt sich 2 Mio. Euro', 'inoqo: CO2-Tracking-App zum Retail-Startup des Jahres gekürt']",5,2000000,0,0,3,7,6,7,134,0.14,1,funding
Probando,https://www.eu-startups.com/directory/probando/,https://www.eu-startups.com/wp-content/uploads/2021/03/probando-150x150.jpg,probando.io,True,Graz,Styria,Health,"['therapies', 'studies', 'health']",platform,False,probandostudies,True,probando.studies,True,,False,2020,5,No funding announced yet,9,"['Neue CEOs für Grazer Scaleup Probando', 'Probando : Sechs der weltweit größten Pharmakonzerne setzen auf ein Grazer Start-up', 'Probando setzt auf Content für organischen Traffic', 'Probando: Grazer Health-Firma expandiert in den arabischen Gesundheitsmarkt', 'Probando: Kein „2min2mio“-Deal – dafür andere Investoren gefunden', 'Probando: Investor ist fix – aber niemand von 2 Minuten 2 Millionen', 'Probando launcht seine Plattform neu', 'Probando bringt Studienanbieter mit Probandinnen und Probanden zusammen', 'Probando: Online-Marktplatz für Studienteilnehmer sucht nach Investoren']",4,0,0,0,5,7,7,5,66,0.15,0,no_funding
Secondra.com,https://www.eu-startups.com/directory/secondra-com/,https://www.eu-startups.com/wp-content/uploads/2021/03/secondra-150x133.png,,False,Vienna,Vienna,e-commerce,"['second-hand', 'marketplace', 'verified']",marketplace,False,,False,,False,,False,2020,5,Between €1-€100K,3,"['Secondra: Wiener Startup automatisiert Verkauf auf Second Hand-Plattform', 'Secondra.com GmbH in Wien', 'Secondra.com GmbH, Online Second Hand Marktplatz in 1230 Wien 23 (Liesing)']",0,0,0,0,3,7,7,5,174,0.1,0,inactive
TeleDoc,https://www.eu-startups.com/directory/teledoc/,https://www.eu-startups.com/wp-content/uploads/2021/02/teledoc-150x38.png,myteledoc.app,True,Vienna,Vienna,Health,"['telemedicine', 'consultation', 'online']",B2C,False,teledoc-holding-gmbh,True,teledoc.austria,True,teledocapp,True,2020,5,No funding announced yet,7,"['Hello,TeleDoc! Wiener Firma startet Online-Praxis für Fachärzte', '„TeleDoc“-Projekt gewinnt Preis „Digitale Orte“ – AOK Rheinland/Hamburg fördert Telemedizin in der Pflege', 'Wiener Startup TeleDoc wollte am 1. März in Ukraine launchen – nun gratis Health-Service für Ukrainer:innen', 'Der »Teledoc« macht den ersten Platz - Kreis Euskirchen', 'Teledoc: Nach Pluz Care-Übernahme Kooperation mit Wr. Städtischer und Donau', 'Auszeichnung in Berlin: „Teledoc“ holt den Titel - Euskirchen', 'TeleDoc: the digital health startup that took over Eastern Europe']",6,0,1,0,0,7,8,5,134,0.1,0,no_funding
Circly,https://www.eu-startups.com/directory/circly/,https://www.eu-startups.com/wp-content/uploads/2021/02/circly-150x150.png,circly.at,True,Vienna,Vienna,Software & Analytics,"['Machine Learning', 'retail', 'demand forecasting']",B2B,False,circly,True,,False,,False,2020,5,No funding announced yet,9,"['PlanRadar-Gründer investieren sechsstellig in Startup Circly', 'Geld für GreenTech-Startup - PlanRadar-Gründer investieren sechsstelligen Betrag in Circly', 'GreenTech-Startup Circly gewinnt PlanRadar-Gründer als Investoren', 'GreenTech-Startup Circly: PlanRadar Gründer Ibrahim Imam und Sander van de Rijdt investieren sechsstelligen Betrag', 'Circly: Millioneninvestment für NÖ-KI-Startup', 'Künstliche Intelligenz: KI in der Logistik: Circly-Gründer Eric Weisz im Blitztalk', 'Circly/chatarmin: E-Commerce nachhaltig gestalten', 'Startup Circly: Bessere Logistik & weniger Müll dank KI', 'HV European Retail Startup Night 2023: mercio, Circly und shopreme als Startups des Jahres ausgezeichnet']",7,6000000,0,0,2,7,6,5,42,0.5,0,funding
VR Motion Learning,https://www.eu-startups.com/directory/vr-motion-learning-gmbh-co-kg/,https://www.eu-startups.com/wp-content/uploads/2021/02/VRM-logo-150x59.png,vr-motion-learning.com,True,Vienna,Vienna,Health,"['VR', 'tennis', 'simulation']",B2C,False,,False,,False,,False,2020,5,Between €1 million-€ 2.5 million,0,[],0,0,0,0,0,7,6,5,203,0.25,0,unclear
Reisenbauer Solutions,https://www.eu-startups.com/directory/reisenbauer-solutions-gmbh/,https://www.eu-startups.com/wp-content/uploads/2022/02/Reisenbauer-150x128.png,reisenbauer.solutions,True,Vienna,Vienna,Energy,"['automation', 'monitoring', 'solutions']",B2B,False,reisenbauersolutions,True,reisenbauer.solutions,True,,False,2020,5,Between €1-€100K,1,['Reisenbauer Solutions: Wie ein Vater-Sohn Gründerduo ein Energy-Startup aufbaute'],1,0,0,0,0,8,6,5,203,0.25,0,unclear
Smart Inspection,https://www.eu-startups.com/directory/smart-inspection/,https://www.eu-startups.com/wp-content/uploads/2022/01/Smart-Inspection-150x150.png,smartinspection.eu,True,Vienna,Vienna,Software & Analytics,"['drones', 'inspection', 'maintenance']",B2B,False,smartinspection,True,smartinspectioncontrol,True,,False,2020,5,No funding announced yet,2,"['RTA Launches Trial Operation of Smart Inspection Vehicle for Rail Right of Way Areas', 'SAESL wins Aviation Award for Smart Inspection System at SBR National Business Awards 2024']",2,0,0,0,0,6,5,6,174,0.25,0,no_funding
Shoepy,https://www.eu-startups.com/directory/shoepy/,https://www.eu-startups.com/wp-content/uploads/2022/01/Shimoku-1-150x150.jpg,,False,Neumarkt In Steiermark,Styria,FinTech/InsurTech,"['startups', 'sustainability', 'online retail']",B2C,False,,False,,False,,False,2020,5,No funding announced yet,2,"['Shöpy: Exit an Niceshops 15 Monate nach Start', 'Gründer-Geheimnis SHÖPY: Diese Strategie führte zum lukrativen Startup-Online-Shop']",2,0,1,0,0,7,6,6,157,0.1,0,inactive
kontractory,https://www.eu-startups.com/directory/kontractory-2/,https://www.eu-startups.com/wp-content/uploads/2021/12/kontractory-1-150x150.jpg,kontractory.com,True,Vienna,Vienna,Software & Analytics,"['legal tech', 'contract software', 'service']",B2B,False,kontractory-by-dwp,True,kontractory,True,kontractory,True,2020,5,No funding announced yet,3,"['kontractory: Eigene Rechtsabteilung für Startups und KMU', 'kontractory: Hipster Invest (sic!) steigt bei Wiener LegalTech-Startup ein', 'kontractory: Eigene Rechtsabteilung für Startups und KMU']",2,0,0,0,1,6,5,5,56,0.25,0,no_funding
Glacier,https://www.eu-startups.com/directory/glacier/,https://www.eu-startups.com/wp-content/uploads/2021/12/Glacier-150x150.jpg,glacier.eco,True,Vienna,Vienna,Professional Services,"['climate', 'action', 'community']",B2B,False,,False,glacier.eco,True,glacier_labs,True,2020,5,No funding announced yet,2,"['Weltwassertag 2025 – unter dem Motto „Glacier Preservation“', 'Millionen-Investment für Klimaschutz-Startup „Glacier“']",1,0,0,0,1,7,6,6,188,0.15,0,no_funding
Gateway Labs,https://www.eu-startups.com/directory/gateway-labs/,https://www.eu-startups.com/wp-content/uploads/2021/12/Gateway-Labs-150x150.jpg,gatewaylabs.co,True,Vienna,Vienna,Software & Analytics,"['product', 'users', 'impact']",B2B,False,gatewaylabs,True,gatewaylabsok,True,,False,2020,5,No funding announced yet,3,"['Kenai Therapeutics Establishes Research Facility at Lilly Gateway Labs', ""Circular Genomics Joins Lilly Gateway Labs in San Diego to Develop Its Best-In-Class Circular RNA Platform for the Diagnosis and Prognosis of Alzheimer's Disease"", 'Lilly picks UK for first European Gateway Lab as part of $364M investment plan']",3,0,0,0,0,8,6,8,157,0.1,1,no_funding
devjobs.at,https://www.eu-startups.com/directory/devjobs-at-it-recruiting-gmbh/,https://www.eu-startups.com/wp-content/uploads/2021/11/logo_quad_1000-150x150.png,devjobs.at,True,Linz,Upper Austria,Recruitment,"['Jobportal', 'Programmierer', 'IT-Jobs']",B2C,False,devjobs-at,True,devjobs.at,True,devjobs_at,True,2019,6,No funding announced yet,1,['devjobs.at: Entwickler entwickelt Job-Plattform… für Entwickler'],0,0,0,0,1,7,8,5,75,0.2,2,no_funding
TMIA,https://www.eu-startups.com/directory/tmia-gmbh/,https://www.eu-startups.com/wp-content/uploads/2020/11/TMIA-GmbH-Logo-150x150.jpeg,,False,Linz,Upper Austria,FinTech/InsurTech,"['Software as a Service', 'crypto currencies', 'security tokens']",B2B,False,,False,,False,tmiaorg,True,2019,6,No funding announced yet,1,['Linzer Startup erhält hohe sechsstellige Wachstumsfinanzierung für Secure Wallet System – NodeVenture'],1,600000,0,0,0,7,5,6,25,0.32,0,inactive
VARS,https://www.eu-startups.com/directory/vars/,https://www.eu-startups.com/wp-content/uploads/2021/11/VARS_Vienna_logo_-150x150.png,vars.at,True,Vienna,Vienna,Software & Analytics,"['Extended Realities', 'XR experiences', 'immersive technologies']",B2B,False,vars-vienna,True,,False,vars_at,True,2019,6,No funding announced yet,2,"['Review: Dapayk & VARS - Streets & Bridges', 'Dapayk & VARS – Kontraste']",0,0,0,0,2,7,6,7,203,0.25,0,no_funding
Interactive Paper,https://www.eu-startups.com/directory/interactive-paper/,https://www.eu-startups.com/wp-content/uploads/2020/10/Main-Image-Interactive-Paper-150x112.jpg,interactivepaper.com,True,Vienna,Vienna,Software & Analytics,"['advertising', 'campaigns', 'customers']",B2B,False,interactivepaper,True,interactivepaper,True,,False,2019,6,Between €100K-€500K,8,"['Interactive Paper macht Helsana+ in 3D erlebbar', 'Wiener Startup Interactive Paper: „Bestes Kommunikationsmittel der Welt“', 'Warum das NÖ-Startup Interactive Paper jetzt auf Crowdinvesting setzt', 'Interactive Paper entwickelt Omnichannel-Kampagne für Samsung', 'Interactive Paper - Start-up aus Kaltenleutgeben will sich Namen machen', ""'Interactive Paper' erhält sechsstelliges Investment"", 'Interactive Paper: 180.000 Euro für das Startup mit den magischen Flyern', 'Interactive Paper: Startup mit den magischen Flyern drängt ins Ausland']",5,180000,0,0,4,7,6,5,108,0.25,0,funding
Localrydes,https://www.eu-startups.com/directory/localrydes/,https://www.eu-startups.com/wp-content/uploads/2020/10/localrydes-logo2.png,localrydes.com,True,Wien,Vienna,FinTech/InsurTech,"['marketplace', 'taxi', 'reservation']",marketplace,False,localrydes,True,localrydes,True,localrydes,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,7,6,139,0.14,0,no_funding
Digando,https://www.eu-startups.com/directory/digando/,https://www.eu-startups.com/wp-content/uploads/2021/09/digando-avatar@3x-150x150.png,digando.com,True,Dornbirn,Vorarlberg,Professional Services,"['digital marketplace', 'construction equipment', 'rental']",marketplace,False,digando,True,digando_com,True,,False,2019,6,No funding announced yet,8,"['Digando: Dornbirner Baugewerbe-Startup gewinnt deutschen Milliardenkonzern als Kunden', 'Goldbeck digitalisiert Mietprozess von Baumaschinen mit Digando', 'Österreich: Online-Baumaschinenmiete: Felbermayr vermietet jetzt über Digando', 'Kuhn Baumaschinen beteiligt sich an Online-Mietplattform Digando', 'Digando: Digitaler Marktplatz für die Baumaschinenmiete startet in Deutschland durch', 'Online-Baumaschinenmiete: Felbermayr vermietet jetzt über Digando', 'Digando: Digitaler Marktplatz für Baumaschinenmiete startet durch', 'Dritter Eigentümer für Digando']",6,0,1,0,2,7,5,5,12,0.25,0,no_funding
zerolens,https://www.eu-startups.com/directory/zerolens/,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-14.09.33-150x77.png,zerolens.com,True,Vienna,Vienna,Software & Analytics,"['virtual photo studio', '3D photo studio', 'marketing']",B2B,False,,False,zerolensphoto,True,,False,2019,6,Between €100K-€500K,2,"['Wiener Startup zerolens erhält für virtuelles Fotostudio 235.000 Euro Investment', 'weXelerate Pitch Night: 4tiitoo und zerolens sind beste Startups aus Batch 4']",2,235000,0,0,0,7,6,5,66,0.15,0,funding
AVISIO,https://www.eu-startups.com/directory/avisio/,https://www.eu-startups.com/wp-content/uploads/2021/09/Screenshot-2021-09-08-at-14.06.26-150x85.png,,False,Vienna,Vienna,PropTech,"['cloud solution', 'procurement', 'inventory management']",B2B,False,avisio-ai,True,avisio_official,True,,False,2019,6,No funding announced yet,2,"['Avisio: Wiener Startup ist nach vier Jahren insolvent', 'Warum ein Wiener Start-up Erfolg versprach und jetzt insolvent ist']",0,0,0,2,0,8,6,5,40,0.25,0,bankrupt
Celantur,https://www.eu-startups.com/directory/celantur/,https://www.eu-startups.com/wp-content/uploads/2024/10/Captura-de-pantalla-2024-10-14-a-les-17.01.53-150x33.png,celantur.com,True,Linz,Upper Austria,Software & Analytics,"['privacy-tech', 'anonymization', 'GDPR']",B2B,False,celantur,True,celantur_com,True,celantur_com,True,2019,6,No funding announced yet,1,['Celantur: Neues Linzer Startup verpixelt mit Hilfe von Machine Learning Gesichter'],0,0,0,0,1,8,6,5,56,0.25,0,no_funding
Coinpanion,https://www.eu-startups.com/directory/coinpanion/,https://www.eu-startups.com/wp-content/uploads/2021/09/1579198470475-150x150.jpeg,,False,Vienna,Vienna,Professional Services,"['cryptocurrency', 'market', 'investments']",B2C,False,coinpanion,True,,False,coinpanioncom,True,2019,6,Between €1 million-€ 2.5 million,5,"['Coinpanion: Wiener Krypto-Startup geht in neuem Unternehmen Altify auf', 'Coinpanion verbündet sich mit anderen Kryptoplattformen zu Altify', 'Start-up Coinpanion wird mit Partnern zu Altify', 'Wiener Krypto-Start-up Coinpanion staubt Millioneninvestment ab', '1,8 Mio. Euro Seed-Finanzierung für Krypto-Investment-Start-up Coinpanion durch Florian Gschwandtner, Hansi Hansmann und HTGF']",4,1800000,3,0,0,8,8,6,45,0.2,1,inactive
Pixofarm,https://www.eu-startups.com/directory/pixofarm/,https://www.eu-startups.com/wp-content/uploads/2020/07/DSC09134-150x100.jpg,,False,Vienna,Vienna,AgTech/FoodTech,"['predictive algorithm', 'harvest optimization', 'apple producers']",B2B,False,,False,pixofarm,True,pixofarmapp,True,2019,6,No funding announced yet,2,"['Pixofarm: Österreichisches Precision-Farming-Startup erhält Millionen-Investment', 'Bekanntes AgriTech-Startup aus Wien ist insolvent']",1,1000000,0,1,0,7,6,8,100,0.2,1,bankrupt
MeetFox,https://www.eu-startups.com/directory/meetfox/,https://www.eu-startups.com/wp-content/uploads/2021/06/l1-1-150x150.png,meetfox.com,True,Wien,Vienna,Software & Analytics,"['client meetings', 'scheduling', 'integrated video']",B2B,False,meetfox,True,mymeetfox,True,mymeetfox,True,2019,6,Between €100K-€500K,2,"['Wiener Startup MeetFox zur Auswanderung gezwungen: “Österreich ist nicht Innovations-offen”', 'Meetfox: Wiener Startup holt sich in den USA 250.000 Dollar Investment']",1,235000,0,0,1,8,8,6,203,0.15,2,funding
World Data Lab,https://www.eu-startups.com/directory/world-data-lab/,https://www.eu-startups.com/wp-content/uploads/2023/06/World-Data-Lab-150x150.jpg,worlddata.io,True,Vienna,Vienna,Software & Analytics,"['data', 'forecasting', 'consumer']",B2B,False,worlddatalab,True,worlddatalab,True,worlddatalab,True,2019,6,No funding announced yet,8,"['World Data Lab: Millioneninvestment für Wiener Startup |', 'NIQ, World Data Lab und SPATE veröffentlichen „Beauty Futures“-Report', 'NIQ, World Data Lab, and SPATE launch ""Beauty Futures"" Report - A guide to generational journeys of global beauty buyers', 'NIQ and World Data Lab unveil “Spend Z” Report', 'World Data Lab and the Mastercard Foundation Announce Launch of the Africa Youth Employment Clock', 'World Data Lab: World Consumer Outlook Webinar', 'India may account for 16% of global consumption by 2050: World Data Lab', 'World Data Lab: India’s Consumption to Reach 16% by 2050']",1,1000000,0,0,7,7,7,6,56,0.25,0,funding
Wood Space,https://www.eu-startups.com/directory/woodspace/,https://www.eu-startups.com/wp-content/uploads/2023/06/Woodspace-150x150.jpg,woodspace.com,True,Niederosterreich,Lower Austria,ConstructionTech/Green Building,"['modular', 'buildings', 'sustainable']",B2B,False,,False,woodspacestudio,True,woodspacept,True,2019,6,Between €1 million-€ 2.5 million,7,"['Münchner steigen mit E+H bei Wood Space ein', 'Wood Space: ""Nichts ist wichtiger als das richtige Team""', 'Fundament für weiteres Wachstum: Wood_Space sichert sich achtstelliges Investment von VTC', 'Wood Space: WhatAVenture Holzbau-Startup erhält neuen Geschäftsführer & errichtet Produktionshalle', 'Wood Space: WhatAVenture Holzbau-Startup erhält neuen Geschäftsführer & errichtet Produktionshalle', 'Wood_Space holt siebenstelliges Investment', 'Wood Space: Holzhaus-Startup holt Millionenfinanzierung von Tauros Capital']",5,16000000,0,0,2,8,6,5,40,0.2,0,funding
Vlinder,https://www.eu-startups.com/directory/vlinder/,https://www.eu-startups.com/wp-content/uploads/2023/06/Vlinder-150x150.jpg,vlinderclimate.com,True,Hallein,Salzburg,FinTech/InsurTech,"['carbon', 'projects', 'financing']",B2B,False,vlinderclimate,True,tryvlinder,True,vlinderclimate,True,2019,6,Between €1 million-€ 2.5 million,0,[],0,0,0,0,0,7,6,7,104,0.25,0,unclear
VisualSearch,https://www.eu-startups.com/directory/visualsearch/,https://www.eu-startups.com/wp-content/uploads/2023/06/VisualSearch-150x150.jpg,visualsearch.at,True,Vienna,Vienna,Professional Services,"['digital platform', 'recommendation', 'shopping experience']",B2B,False,visualsearch-gmbh,True,,False,,False,2019,6,No funding announced yet,1,['Offizielle AutoScout24-App nun mit VisualSearch – Auto fotografieren und erkennen lassen'],0,0,0,0,1,7,6,5,42,0.21,0,no_funding
VIPASO,https://www.eu-startups.com/directory/vipaso/,https://www.eu-startups.com/wp-content/uploads/2023/06/VIPASO-150x150.jpg,vipaso.io,True,Vienna,Vienna,FinTech/InsurTech,"['mobile payments', 'payment solutions', 'Vienna']",B2B,False,vipaso-payments,True,,False,,False,2019,6,No funding announced yet,1,['Vipaso: Wiener FinTech als erstes Ö-Startup Teil des Mastercard-Start-Path-Programms'],1,0,0,0,0,7,5,6,85,0.2,0,no_funding
Viesure Innovation Center,https://www.eu-startups.com/directory/viesure-innovation-center/,https://www.eu-startups.com/wp-content/uploads/2023/06/Viesure-Innovation-Center-150x150.jpg,viesure.io,True,Vienna,Vienna,Professional Services,"['insurance', 'customer-centric', 'solutions']",B2B,False,viesure,True,viesure.io,True,viesure_io,True,2019,6,No funding announced yet,1,['viesure innovation center GmbH'],0,0,0,0,1,7,5,6,83,0.2,1,no_funding
vibe moves you,https://www.eu-startups.com/directory/vibe-moves-you/,https://www.eu-startups.com/wp-content/uploads/2023/06/vibe-moves-you-150x150.jpg,vibemovesyou.com,True,Vienna,Vienna,Software & Analytics,"['mobility', 'electric', 'models']",B2C,False,vibemovesyou,True,vibemovesyou,True,,False,2019,6,No funding announced yet,7,"['vibe moves you ist offizieller ÖTV-Mobilitätspartner', 'ÖTV und Vibe Moves You starten Partnerschaft', 'vibe moves you eröffnete neuen Standort in Wels', '""vibe moves you"" stellt ""revibe"" vor', 'vibe moves you kauft operatives Geschäft des E-Auto-Abo-Startups ocay', 'Vibe: Wiener E-Mobility-Startup startet E-Auto-Abo mit Gebrauchtwagen', 'Revolution unter Strom: vibe moves you präsentiert erstes Abo für gebrauchte E-Fahrzeuge']",5,0,1,0,2,6,4,5,42,0.14,0,no_funding
Veroo,https://www.eu-startups.com/directory/veroo/,https://www.eu-startups.com/wp-content/uploads/2023/06/Veroo-150x150.jpg,veroo.io,True,Wiener Neudorf,Lower Austria,Software & Analytics,"['AI cloud software', 'GPS tracking', 'supply chain optimization']",B2B,False,veroo,True,veroo365,True,,False,2019,6,No funding announced yet,1,['Logistik-IT: Visibility-Spezialist Wakeo erwirbt Veroo Software von Lkw Walter'],1,0,1,0,0,7,6,5,83,0.3,0,no_funding
